station_id,datetime,hour,day_of_week,location,weather,latitude,longitude,demand,month,is_weekend,part_of_day,is_holiday,prev_hour_demand,avg_demand_last_3h
ST001,2025-07-03 19:00:00,19,Thursday,Quan 1,rainy,10.780716309637157,106.69707781534164,10,7,False,evening,False,12.0,10.666666666666666
ST001,2025-07-03 20:00:00,20,Thursday,Quan 1,sunny,10.780716309637157,106.69707781534164,6,7,False,evening,False,10.0,9.333333333333334
ST001,2025-07-03 21:00:00,21,Thursday,Quan 1,rainy,10.780716309637157,106.69707781534164,9,7,False,evening,False,6.0,8.333333333333334
ST001,2025-07-03 22:00:00,22,Thursday,Quan 1,rainy,10.780716309637157,106.69707781534164,9,7,False,evening,False,9.0,8.0
ST001,2025-07-03 23:00:00,23,Thursday,Quan 1,rainy,10.780716309637157,106.69707781534164,6,7,False,evening,False,9.0,8.0
ST001,2025-07-04 00:00:00,0,Friday,Quan 1,cloudy,10.780716309637157,106.69707781534164,5,7,False,night,False,6.0,6.666666666666667
ST001,2025-07-04 01:00:00,1,Friday,Quan 1,rainy,10.780716309637157,106.69707781534164,3,7,False,night,False,5.0,4.666666666666667
ST001,2025-07-04 02:00:00,2,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,6,7,False,night,False,3.0,4.666666666666667
ST001,2025-07-04 03:00:00,3,Friday,Quan 1,cloudy,10.780716309637157,106.69707781534164,2,7,False,night,False,6.0,3.6666666666666665
ST001,2025-07-04 04:00:00,4,Friday,Quan 1,cloudy,10.780716309637157,106.69707781534164,2,7,False,night,False,2.0,3.3333333333333335
ST001,2025-07-04 05:00:00,5,Friday,Quan 1,cloudy,10.780716309637157,106.69707781534164,6,7,False,night,False,2.0,3.3333333333333335
ST001,2025-07-04 06:00:00,6,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,3,7,False,morning,False,6.0,3.6666666666666665
ST001,2025-07-04 07:00:00,7,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,10,7,False,morning,False,3.0,6.333333333333333
ST001,2025-07-04 08:00:00,8,Friday,Quan 1,cloudy,10.780716309637157,106.69707781534164,7,7,False,morning,False,10.0,6.666666666666667
ST001,2025-07-04 09:00:00,9,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,8,7,False,morning,False,7.0,8.333333333333334
ST001,2025-07-04 10:00:00,10,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,2,7,False,morning,False,8.0,5.666666666666667
ST001,2025-07-04 11:00:00,11,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,8,7,False,morning,False,2.0,6.0
ST001,2025-07-04 12:00:00,12,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,4,7,False,afternoon,False,8.0,4.666666666666667
ST001,2025-07-04 13:00:00,13,Friday,Quan 1,rainy,10.780716309637157,106.69707781534164,4,7,False,afternoon,False,4.0,5.333333333333333
ST001,2025-07-04 14:00:00,14,Friday,Quan 1,cloudy,10.780716309637157,106.69707781534164,4,7,False,afternoon,False,4.0,4.0
ST001,2025-07-04 15:00:00,15,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,6,7,False,afternoon,False,4.0,4.666666666666667
ST001,2025-07-04 16:00:00,16,Friday,Quan 1,rainy,10.780716309637157,106.69707781534164,5,7,False,afternoon,False,6.0,5.0
ST001,2025-07-04 17:00:00,17,Friday,Quan 1,cloudy,10.780716309637157,106.69707781534164,16,7,False,afternoon,False,5.0,9.0
ST001,2025-07-04 18:00:00,18,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,13,7,False,evening,False,16.0,11.333333333333334
ST001,2025-07-04 19:00:00,19,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,10,7,False,evening,False,13.0,13.0
ST001,2025-07-04 20:00:00,20,Friday,Quan 1,cloudy,10.780716309637157,106.69707781534164,5,7,False,evening,False,10.0,9.333333333333334
ST001,2025-07-04 21:00:00,21,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,8,7,False,evening,False,5.0,7.666666666666667
ST001,2025-07-04 22:00:00,22,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,False,evening,False,8.0,6.666666666666667
ST001,2025-07-04 23:00:00,23,Friday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,False,evening,False,7.0,7.333333333333333
ST001,2025-07-05 00:00:00,0,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,2,7,True,night,False,7.0,5.333333333333333
ST001,2025-07-05 01:00:00,1,Saturday,Quan 1,cloudy,10.780716309637157,106.69707781534164,3,7,True,night,False,2.0,4.0
ST001,2025-07-05 02:00:00,2,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,4,7,True,night,False,3.0,3.0
ST001,2025-07-05 03:00:00,3,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,2,7,True,night,False,4.0,3.0
ST001,2025-07-05 04:00:00,4,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,True,night,False,2.0,4.333333333333333
ST001,2025-07-05 05:00:00,5,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,True,night,False,7.0,4.666666666666667
ST001,2025-07-05 06:00:00,6,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,True,morning,False,5.0,5.666666666666667
ST001,2025-07-05 07:00:00,7,Saturday,Quan 1,rainy,10.780716309637157,106.69707781534164,9,7,True,morning,False,5.0,6.333333333333333
ST001,2025-07-05 08:00:00,8,Saturday,Quan 1,rainy,10.780716309637157,106.69707781534164,10,7,True,morning,False,9.0,8.0
ST001,2025-07-05 09:00:00,9,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,8,7,True,morning,False,10.0,9.0
ST001,2025-07-05 10:00:00,10,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,4,7,True,morning,False,8.0,7.333333333333333
ST001,2025-07-05 11:00:00,11,Saturday,Quan 1,cloudy,10.780716309637157,106.69707781534164,6,7,True,morning,False,4.0,6.0
ST001,2025-07-05 12:00:00,12,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,4,7,True,afternoon,False,6.0,4.666666666666667
ST001,2025-07-05 13:00:00,13,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,True,afternoon,False,4.0,5.666666666666667
ST001,2025-07-05 14:00:00,14,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,2,7,True,afternoon,False,7.0,4.333333333333333
ST001,2025-07-05 15:00:00,15,Saturday,Quan 1,rainy,10.780716309637157,106.69707781534164,5,7,True,afternoon,False,2.0,4.666666666666667
ST001,2025-07-05 16:00:00,16,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,8,7,True,afternoon,False,5.0,5.0
ST001,2025-07-05 17:00:00,17,Saturday,Quan 1,cloudy,10.780716309637157,106.69707781534164,9,7,True,afternoon,False,8.0,7.333333333333333
ST001,2025-07-05 18:00:00,18,Saturday,Quan 1,rainy,10.780716309637157,106.69707781534164,12,7,True,evening,False,9.0,9.666666666666666
ST001,2025-07-05 19:00:00,19,Saturday,Quan 1,cloudy,10.780716309637157,106.69707781534164,10,7,True,evening,False,12.0,10.333333333333334
ST001,2025-07-05 20:00:00,20,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,9,7,True,evening,False,10.0,10.333333333333334
ST001,2025-07-05 21:00:00,21,Saturday,Quan 1,rainy,10.780716309637157,106.69707781534164,8,7,True,evening,False,9.0,9.0
ST001,2025-07-05 22:00:00,22,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,True,evening,False,8.0,8.0
ST001,2025-07-05 23:00:00,23,Saturday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,True,evening,False,7.0,6.666666666666667
ST001,2025-07-06 00:00:00,0,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,True,night,False,5.0,5.666666666666667
ST001,2025-07-06 01:00:00,1,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,True,night,False,5.0,5.0
ST001,2025-07-06 02:00:00,2,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,2,7,True,night,False,5.0,4.0
ST001,2025-07-06 03:00:00,3,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,True,night,False,2.0,4.0
ST001,2025-07-06 04:00:00,4,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,3,7,True,night,False,5.0,3.3333333333333335
ST001,2025-07-06 05:00:00,5,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,8,7,True,night,False,3.0,5.333333333333333
ST001,2025-07-06 06:00:00,6,Sunday,Quan 1,cloudy,10.780716309637157,106.69707781534164,9,7,True,morning,False,8.0,6.666666666666667
ST001,2025-07-06 07:00:00,7,Sunday,Quan 1,cloudy,10.780716309637157,106.69707781534164,12,7,True,morning,False,9.0,9.666666666666666
ST001,2025-07-06 08:00:00,8,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,9,7,True,morning,False,12.0,10.0
ST001,2025-07-06 09:00:00,9,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,10,7,True,morning,False,9.0,10.333333333333334
ST001,2025-07-06 10:00:00,10,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,True,morning,False,10.0,8.0
ST001,2025-07-06 11:00:00,11,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,True,morning,False,5.0,6.666666666666667
ST001,2025-07-06 12:00:00,12,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,True,afternoon,False,5.0,5.666666666666667
ST001,2025-07-06 13:00:00,13,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,True,afternoon,False,7.0,6.333333333333333
ST001,2025-07-06 14:00:00,14,Sunday,Quan 1,cloudy,10.780716309637157,106.69707781534164,3,7,True,afternoon,False,7.0,5.666666666666667
ST001,2025-07-06 15:00:00,15,Sunday,Quan 1,cloudy,10.780716309637157,106.69707781534164,10,7,True,afternoon,False,3.0,6.666666666666667
ST001,2025-07-06 16:00:00,16,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,True,afternoon,False,10.0,6.0
ST001,2025-07-06 17:00:00,17,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,12,7,True,afternoon,False,5.0,9.0
ST001,2025-07-06 18:00:00,18,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,15,7,True,evening,False,12.0,10.666666666666666
ST001,2025-07-06 19:00:00,19,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,9,7,True,evening,False,15.0,12.0
ST001,2025-07-06 20:00:00,20,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,6,7,True,evening,False,9.0,10.0
ST001,2025-07-06 21:00:00,21,Sunday,Quan 1,cloudy,10.780716309637157,106.69707781534164,4,7,True,evening,False,6.0,6.333333333333333
ST001,2025-07-06 22:00:00,22,Sunday,Quan 1,sunny,10.780716309637157,106.69707781534164,9,7,True,evening,False,4.0,6.333333333333333
ST001,2025-07-06 23:00:00,23,Sunday,Quan 1,rainy,10.780716309637157,106.69707781534164,8,7,True,evening,False,9.0,7.0
ST001,2025-07-07 00:00:00,0,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,4,7,False,night,False,8.0,7.0
ST001,2025-07-07 01:00:00,1,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,False,night,False,4.0,6.333333333333333
ST001,2025-07-07 02:00:00,2,Monday,Quan 1,cloudy,10.780716309637157,106.69707781534164,3,7,False,night,False,7.0,4.666666666666667
ST001,2025-07-07 03:00:00,3,Monday,Quan 1,rainy,10.780716309637157,106.69707781534164,8,7,False,night,False,3.0,6.0
ST001,2025-07-07 04:00:00,4,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,False,night,False,8.0,5.333333333333333
ST001,2025-07-07 05:00:00,5,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,8,7,False,night,False,5.0,7.0
ST001,2025-07-07 06:00:00,6,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,False,morning,False,8.0,6.666666666666667
ST001,2025-07-07 07:00:00,7,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,8,7,False,morning,False,7.0,7.666666666666667
ST001,2025-07-07 08:00:00,8,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,12,7,False,morning,False,8.0,9.0
ST001,2025-07-07 09:00:00,9,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,11,7,False,morning,False,12.0,10.333333333333334
ST001,2025-07-07 10:00:00,10,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,6,7,False,morning,False,11.0,9.666666666666666
ST001,2025-07-07 11:00:00,11,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,False,morning,False,6.0,7.333333333333333
ST001,2025-07-07 12:00:00,12,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,False,afternoon,False,5.0,5.333333333333333
ST001,2025-07-07 13:00:00,13,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,False,afternoon,False,5.0,5.0
ST001,2025-07-07 14:00:00,14,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,9,7,False,afternoon,False,5.0,6.333333333333333
ST001,2025-07-07 15:00:00,15,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,6,7,False,afternoon,False,9.0,6.666666666666667
ST001,2025-07-07 16:00:00,16,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,False,afternoon,False,6.0,7.333333333333333
ST001,2025-07-07 17:00:00,17,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,10,7,False,afternoon,False,7.0,7.666666666666667
ST001,2025-07-07 18:00:00,18,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,9,7,False,evening,False,10.0,8.666666666666666
ST001,2025-07-07 19:00:00,19,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,10,7,False,evening,False,9.0,9.666666666666666
ST001,2025-07-07 20:00:00,20,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,3,7,False,evening,False,10.0,7.333333333333333
ST001,2025-07-07 21:00:00,21,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,4,7,False,evening,False,3.0,5.666666666666667
ST001,2025-07-07 22:00:00,22,Monday,Quan 1,sunny,10.780716309637157,106.69707781534164,5,7,False,evening,False,4.0,4.0
ST001,2025-07-07 23:00:00,23,Monday,Quan 1,cloudy,10.780716309637157,106.69707781534164,9,7,False,evening,False,5.0,6.0
ST001,2025-07-08 00:00:00,0,Tuesday,Quan 1,cloudy,10.780716309637157,106.69707781534164,2,7,False,night,False,9.0,5.333333333333333
ST001,2025-07-08 01:00:00,1,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,3,7,False,night,False,2.0,4.666666666666667
ST001,2025-07-08 02:00:00,2,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,4,7,False,night,False,3.0,3.0
ST001,2025-07-08 03:00:00,3,Tuesday,Quan 1,rainy,10.780716309637157,106.69707781534164,6,7,False,night,False,4.0,4.333333333333333
ST001,2025-07-08 04:00:00,4,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,6,7,False,night,False,6.0,5.333333333333333
ST001,2025-07-08 05:00:00,5,Tuesday,Quan 1,rainy,10.780716309637157,106.69707781534164,5,7,False,night,False,6.0,5.666666666666667
ST001,2025-07-08 06:00:00,6,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,6,7,False,morning,False,5.0,5.666666666666667
ST001,2025-07-08 07:00:00,7,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,11,7,False,morning,False,6.0,7.333333333333333
ST001,2025-07-08 08:00:00,8,Tuesday,Quan 1,cloudy,10.780716309637157,106.69707781534164,12,7,False,morning,False,11.0,9.666666666666666
ST001,2025-07-08 09:00:00,9,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,11,7,False,morning,False,12.0,11.333333333333334
ST001,2025-07-08 10:00:00,10,Tuesday,Quan 1,rainy,10.780716309637157,106.69707781534164,4,7,False,morning,False,11.0,9.0
ST001,2025-07-08 11:00:00,11,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,8,7,False,morning,False,4.0,7.666666666666667
ST001,2025-07-08 12:00:00,12,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,6,7,False,afternoon,False,8.0,6.0
ST001,2025-07-08 13:00:00,13,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,8,7,False,afternoon,False,6.0,7.333333333333333
ST001,2025-07-08 14:00:00,14,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,False,afternoon,False,8.0,7.0
ST001,2025-07-08 15:00:00,15,Tuesday,Quan 1,rainy,10.780716309637157,106.69707781534164,6,7,False,afternoon,False,7.0,7.0
ST001,2025-07-08 16:00:00,16,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,False,afternoon,False,6.0,6.666666666666667
ST001,2025-07-08 17:00:00,17,Tuesday,Quan 1,rainy,10.780716309637157,106.69707781534164,16,7,False,afternoon,False,7.0,9.666666666666666
ST001,2025-07-08 18:00:00,18,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,10,7,False,evening,False,16.0,11.0
ST001,2025-07-08 19:00:00,19,Tuesday,Quan 1,rainy,10.780716309637157,106.69707781534164,12,7,False,evening,False,10.0,12.666666666666666
ST001,2025-07-08 20:00:00,20,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,7,7,False,evening,False,12.0,9.666666666666666
ST001,2025-07-08 21:00:00,21,Tuesday,Quan 1,sunny,10.780716309637157,106.69707781534164,4,7,False,evening,False,7.0,7.666666666666667
ST001,2025-07-08 22:00:00,22,Tuesday,Quan 1,rainy,10.780716309637157,106.69707781534164,4,7,False,evening,False,4.0,5.0
